time,open,high,low,close,tick_volume,spread,real_volume,rsi,sma_20,std_20,upper_bb,lower_bb,atr_current,ema30,ema90,vol_sma,day,vwap,vwap_std,cvd,ofi,volume_ratio,regime,dir_prob
2026-02-25 08:21:00,195415.0,195435.0,195285.0,195310.0,10356,5,29085,49.86837781229293,195231.75,115.78422535950226,195463.318450719,195000.181549281,136.07142857142858,195210.86472331156,195131.49312445422,12927.05,2026-02-25,195193.81124194173,110.3230238465128,80003.0,-0.6999999999533333,0.8011108489556387,0,0.04101000356326678
2026-02-25 08:22:00,195315.0,195520.0,195280.0,195495.0,15627,5,40864,70.46141847179739,195250.0,127.11370790294721,195504.2274158059,194995.7725841941,141.07142857142858,195229.19603148504,195139.48228655412,12988.8,2026-02-25,195205.3438721688,116.17301575941082,95630.0,0.74999999996875,1.203113451588135,0,0.06914308917001512
2026-02-25 08:23:00,195500.0,195545.0,195370.0,195410.0,12825,5,35640,57.011280862736605,195258.0,132.05262109036423,195522.10524218073,194993.89475781927,143.92857142857142,195240.86080364732,195145.42773080565,12716.65,2026-02-25,195214.38778067884,124.27967893619139,82805.0,-0.5142857142563265,1.0085203257139195,0,0.033341848974161245
2026-02-25 08:24:00,195415.0,195520.0,195395.0,195515.0,7510,5,20653,66.79770155849319,195272.25,143.73289371898954,195559.71578743798,194984.78421256202,142.85714285714286,195258.54720341202,195153.5501982605,12385.8,2026-02-25,195220.13650580548,133.76407943599335,90315.0,0.799999999936,0.6063395178344505,0,0.05380056224316791
2026-02-25 08:25:00,195520.0,195595.0,195450.0,195595.0,15433,5,44554,72.71366278233896,195288.25,160.84705877255195,195609.9441175451,194966.5558824549,143.92857142857142,195280.25383544996,195163.2523917053,12693.3,2026-02-25,195234.21020122807,147.64454212297326,105748.0,0.517241379274673,1.2158382768852734,0,0.14589259261239704
2026-02-25 08:26:00,195595.0,195625.0,195360.0,195380.0,18758,5,53155,45.486665153376734,195304.25,152.65436535896401,195609.55873071792,194998.94126928208,154.28571428571428,195286.68907187253,195168.01607540407,12769.35,2026-02-25,195245.2008840508,148.1216703921269,86990.0,-0.8113207546863652,1.4689862835606595,0,0.05874963006989536
2026-02-25 08:27:00,195385.0,195400.0,195245.0,195260.0,15010,5,44824,36.06508940695524,195318.0,133.5782837692041,195585.15656753842,195050.84343246158,157.85714285714286,195284.96719626785,195170.03770012048,12950.3,2026-02-25,195247.3639099011,132.88235134220383,71980.0,-0.8064516128511966,1.1590465085741959,0,0.07668903086772783
2026-02-25 08:28:00,195260.0,195405.0,195260.0,195345.0,11843,5,38371,45.973306776901026,195331.75,120.18926959718138,195572.12853919435,195091.37146080565,158.57142857142858,195288.84028037963,195173.88302539257,12674.2,2026-02-25,195249.98384442422,115.32486532136231,83823.0,0.5862068965112961,0.9344179514281497,0,0.0868905059447546
2026-02-25 08:29:00,195345.0,195375.0,195285.0,195295.0,7032,5,21877,41.270488818203624,195342.0,106.44247272582251,195554.88494545163,195129.11505454837,158.92857142857142,195289.2376816455,195176.5449369224,12523.95,2026-02-25,195251.15409213127,99.15269693724106,76791.0,-0.5555555554938272,0.5614841962794792,0,0.15340382346999656
2026-02-25 08:30:00,195295.0,195415.0,195245.0,195295.0,21790,5,63562,41.27048881809807,195349.0,97.74564198112837,195544.49128396227,195153.50871603773,161.07142857142858,195289.60944412,195179.14834490212,12951.3,2026-02-25,195254.53867544045,87.96364214360474,76791.0,0.0,1.6824565873683086,0,0.04348281321922329
2026-02-25 08:31:00,195295.0,195460.0,195275.0,195410.0,18746,5,53021,57.0571729375616,195358.0,94.44296524462278,195546.88593048925,195169.11406951075,163.92857142857142,195297.37657675744,195184.2220076515,13313.65,2026-02-25,195259.81991016006,81.75429419834965,95537.0,0.6216216215880205,1.4080286022229755,0,0.07682123657333614
2026-02-25 08:32:00,195410.0,195440.0,195120.0,195195.0,27381,5,79021,35.043495921808955,195356.5,96.87349319704083,195550.24698639408,195162.75301360592,170.71428571428572,195290.77163632147,195184.4588866042,14151.4,2026-02-25,195259.35348537905,78.78922025288547,68156.0,-0.6718749999790039,1.9348615684653567,0,0.07673554023029826
2026-02-25 08:33:00,195195.0,195275.0,195110.0,195235.0,14857,5,42767,40.3918429616285,195353.25,99.91147397354199,195553.07294794708,195153.42705205292,174.64285714285714,195287.17346623624,195185.5696803052,14417.75,2026-02-25,195257.76728100484,84.0380726861714,83013.0,0.24242424240955004,1.0304659187452754,0,0.03064747117694293
2026-02-25 08:34:00,195235.0,195315.0,195170.0,195270.0,13877,5,38852,45.31645126548449,195351.5,101.10052319083519,195553.70104638167,195149.29895361833,176.78571428571428,195286.06550067262,195187.42529172706,14192.3,2026-02-25,195257.6004213954,86.61819663495412,96890.0,0.24137931032818072,0.9777837277953695,0,0.012720357698314609
2026-02-25 08:35:00,195275.0,195435.0,195260.0,195385.0,17749,5,49641,59.17057521977859,195353.75,101.33159480265742,195556.41318960531,195151.08681039469,178.57142857142858,195292.44837159698,195191.76759300777,14655.6,2026-02-25,195261.0615755526,86.21508531376674,114639.0,0.6285714285355102,1.2110729004604306,0,0.012712818742494374
